genres,id,popularity,vote_average,vote_count,original_title,release_date,overview,tagline,title,rating,weighted_rating,description
"Drama, Thriller",1999,9.698269,6.4,90.0,In the Bedroom,2001-11-23,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",A young man. An older woman. Her ex-husband. Things are about to explode...,In the Bedroom,2.6666666666666665,3.3070164959116233,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.A young man. An older woman. Her ex-husband. Things are about to explode..."
"Drama, Crime",269,8.200586,7.7,322.0,À bout de souffle,1960-03-16,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,The film that was banned for 4 years. Why..?,Breathless,3.6666666666666665,3.377534422162963,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.The film that was banned for 4 years. Why..?
Drama,3537,5.511557,6.0,97.0,Fame,1980-05-16,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts,"If they've really got what it takes, it's going to take everything they've got.",Fame,2.8333333333333335,3.3122455036815732,"A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing artsIf they've really got what it takes, it's going to take everything they've got."
Science Fiction,3604,6.346979,6.1,237.0,Flash Gordon,1980-09-01,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",He'll save every one of us!,Flash Gordon,3.8,3.3804924172007333,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.He'll save every one of us!"
"Thriller, Music, Comedy, Crime",299,7.29506,6.6,79.0,Ocean's Eleven,1960-02-17,Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.,In any other town they'd be the bad guys...,Ocean's Eleven,3.75,3.3488063364056577,Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.In any other town they'd be the bad guys...
"Thriller, Crime",161,12.114932,7.2,3857.0,Ocean's Eleven,2001-12-07,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",Are you in or out?,Ocean's Eleven,3.83125,3.653934522419408,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.Are you in or out?"
"Crime, Drama, Mystery",4886,4.496034,6.7,58.0,And Then There Were None,1945-10-31,"Ten people are invited for a weekend on an island by a mysterious stranger, but it turns out he isn't present. At dinner a record is played which accuses each one of the guests of having committed a murder. They soon begin to realize a crazed killer is stalking them.",,And Then There Were None,3.8846153846153846,3.3485251363930013,"Ten people are invited for a weekend on an island by a mysterious stranger, but it turns out he isn't present. At dinner a record is played which accuses each one of the guests of having committed a murder. They soon begin to realize a crazed killer is stalking them."
Drama,228,2.40612,7.4,52.0,Der blaue Engel,1930-03-31,"The Blue Angel follows Immanuel Rath (Emil Jannings) through a transformation from esteemed educator at the local Gymnasium (college preparatory high school) to a cabaret clown in Weimar Germany. Rath's descent begins when he punishes several of his students for circulating photographs of the beautiful Lola Lola (Marlene Dietrich) the headliner for the local cabaret, The Blue Angel. Hoping to catch the boys at the club, Professor Rath goes there later that evening and meets Lola herself. Consumed with desire and determined to remain at Lola's side, Rath returns to the night club the following evening (to return a pair of panties that were smuggled into his coat by one of his students) and stays the night with her. The next morning, reeling from his night of passion, Rath arrives late to school to find his classroom in chaos and the principal furious with his behavior.",,The Blue Angel,2.0,3.3022969831665407,"The Blue Angel follows Immanuel Rath (Emil Jannings) through a transformation from esteemed educator at the local Gymnasium (college preparatory high school) to a cabaret clown in Weimar Germany. Rath's descent begins when he punishes several of his students for circulating photographs of the beautiful Lola Lola (Marlene Dietrich) the headliner for the local cabaret, The Blue Angel. Hoping to catch the boys at the club, Professor Rath goes there later that evening and meets Lola herself. Consumed with desire and determined to remain at Lola's side, Rath returns to the night club the following evening (to return a pair of panties that were smuggled into his coat by one of his students) and stays the night with her. The next morning, reeling from his night of passion, Rath arrives late to school to find his classroom in chaos and the principal furious with his behavior."
"Comedy, Romance",194,12.879381,7.8,3403.0,Le fabuleux destin d'Amélie Poulain,2001-04-25,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",One person can change your life forever.,Amélie,4.291666666666667,3.922194912247958,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?One person can change your life forever."
"Drama, Mystery, Romance, Science Fiction, Thriller",1903,10.071057,6.5,1100.0,Vanilla Sky,2001-12-10,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.","Forget everything you know, and open your eyes.",Vanilla Sky,4.5,3.7301557512411248,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.Forget everything you know, and open your eyes."
